  company all Details
"
"['U72900MH2008PTC181846', 'AMBAB INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC311010', 'QYUKI DIGITAL MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2011PTC221542', 'INTELLECT SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2010PTC204093', 'IV CONSULTANCY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC128033', 'ROW2 TECHNOLOGIES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC229619', 'LAKE WATER SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC150359', 'XL DYNAMICS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC246182', 'SYDEL CORPORATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC329247', 'SURVEYNATICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2017PTC295621', 'REDTREE INFOMARK PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2004PTC148948', 'MATRIMANDIR TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC163637', 'BHUGOL GIS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC391744', 'DATALIFT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC230623', 'NISEVA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC172781', 'NINE DOTS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC270023', 'ECROSS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC128319', 'DATACOM PRODUCTS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC167235', 'EBONY ELECTRONICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC144636', 'ABEL SOFTWARE AND CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC199683', 'BHAWARAWALI SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC392648', 'CLARAVEST TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC167741', 'IBIKX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC222024', 'APPEX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC215495', 'IDEAL DELIGHT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC182193', 'OASIS TECHNOSOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC194738', 'AMPHIBIA CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC283555', 'SARVALAXMI VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC273499', 'CAUTELA LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2005PTC153209', 'EPITOME GLOBAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC338641', 'CAVISTA TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC325069', 'PARASHIFT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC339172', 'RUICHENG MANBA INFO-TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131873', 'D2K TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC283358', 'AQUIXTA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC324598', 'CADSOL AUTOMATION TECHNOLOGY SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC147059', 'SANG INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388616', 'MVERSE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2020PTC348541', 'EYEQ TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC197768', 'NEWA TECHNOCITY (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389346', 'TREUX.AI PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72501MH2019PTC325761', 'BITSENSE GLOBAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC208522', 'VAAGHA INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC288962', 'INVENTORS IT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC190175', 'ANTARIX NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1997PTC106874', 'FOTOSOFT MULTIMEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296498', 'TECHOZE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC316577', 'LE VASKY PRODUCTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC308614', 'SPECTRA COMPUNET PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2004PTC145354', 'GT LEXICO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1999PTC122857', 'INDEKKA SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC225157', 'GEETA ESERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC263920', 'G-ORDINATEUR PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC236344', 'AZIMUTH INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191786', 'PELORUS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC260041', 'V D PATEL & SONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC127749', 'BALAJI INTER INFO SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC181202', 'A3 REMOTE MONITORING TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC198160', 'SVASTIKA GAMES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC173267', 'YRHOST SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC285592', 'NETWEAVER TECHNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC227457', 'SPECTRON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC359088', 'WINGLR PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC209398', 'CTR TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2007PTC167222', 'NICHE SOFTEK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC230462', 'GEONET IT MALL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2021PTC199322', 'FM EDTECH PRIVATE LIMITED', 'Pune', 'Active']"
"['U72900MH2019PTC332620', 'MOOL INNOVATION LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2009PTC193216', 'FLYING CURSOR INTERACTIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC324066', 'YEZMAN TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388112', 'EPISAAR SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2001PTC131577', 'PRAGATI INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1995PTC090865', 'SIDDHI ELECTROTECH CABLES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369748', 'VETRAV PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291831', 'TRADEGYANI ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC306205', 'NOQUEUE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191366', 'DONGRE TECHNOQUIP PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC163432', 'MERCURIUS INFO TECH (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC202709', 'ESPIRE SYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC217163', 'REAL INFOTECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC348297', 'ARR PRODUCTION SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC375593', 'SOFTSHARE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC128992', 'AMEYA INFOVISION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC234506', 'BIG RATTLE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2010PTC209487', 'RBJ INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC321331', 'ADWISEIT INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131843', 'MATHIMITATION TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360665', 'SIMPLE TELECOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC204182', 'BIZFAC INFOTECH (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC220302', 'THREE SPIN CREATIVE SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC166211', 'GREEKSOFT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2005PTC158316', 'EC INTERACTIVE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191550', 'EFACTS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1997PTC109342', 'WEBSCAPE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC126860', 'SUMO ELOGIC SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC340897', 'MAITRATECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343949', 'LA MAJESTE INDUSTRIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1991PTC061938', 'CMS ENGINEERING SERVICES PVT LTD', 'Mumbai', 'Active']"
"['U72900MH2008PTC178271', 'EBONY SALES AND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC245845', 'CLOUDWALKER STREAMING TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC171115', 'E4 SOFTWARE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72300MH2013PTC242120', 'ALCHEMY LEARNSOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC205221', 'JOISTER INFOMEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC334725', 'YONUTS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2000PTC129853', 'STAR INFORMATION TECHNOLOGY COMMUNICATION AND ENTERTAINMENT MANAGEMENT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2010PTC137842', 'ROLOCULE GAMES PRIVATE LIMITED', 'Pune', 'Active']"
"['U72900MH2008PTC183452', 'PRIYANKA INFOCOM INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC197604', 'SILCOM SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC124590', 'COCONUT SOFTWARES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2005PTC153888', 'LANWARE CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2002PTC135224', 'MICROPOINT COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC154032', 'SAMAY INFOSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC353321', 'SPARKPLUG DESIGNS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC268830', 'SHIKANJI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC205582', 'VELVIN INFOCOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2020PTC348105', 'MAHASU STUDIOS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC284499', 'PROSOFT INFORMATICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC254573', 'CHOTUSTORE ECOMMERCE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326945', 'PRASANVI DIGITAL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2009PTC191448', 'SHANTA CREATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC353464', 'DEMOKRATIKA ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC154706', 'QBC INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2010PTC137268', 'ACCTEL SYSTEMS PRIVATE LIMITED', 'Pune', 'Active']"
"['U72900MH2019PTC334459', 'IRIS LOGIX SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC126021', 'SUBRAS SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1999PTC121303', 'LOGIX INFOSECURITY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC336454', 'RAYVTECH SOLUTIONS AND CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC281226', 'BITASTORE ONLINE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC357736', 'SECURE MATRIX PRODUCTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC211838', 'ASYMMETRIX SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2004PTC145832', 'BOSS INFOSOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72300MH2015PTC270562', 'HARDSTONE SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC274838', 'EXPEDITORS TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2003PTC140955', 'AAKRUTEE DESIGNTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1998PTC112819', 'SAMA AUDIT SYSTEMS AND SOFTWARES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191240', 'JEPHERSONS COMMUNICATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC126364', 'GROWTHWELL CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC214316', 'BINARY COMPUTER EDUCATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1994PTC079299', 'ALPHABETICS COMPUTER SERVICES P LTD', 'Mumbai', 'Active']"
"['U72900MH1999PTC120200', 'FALCON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC306477', 'CAMASTER SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC130456', 'E CITY PUBLISHING AND DISTRIBUTING INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291570', 'VIZTAR INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC127578', 'ARYAN BUSINESS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC213148', 'STEP COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC257056', 'ENCRUST IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC124651', 'SEAGULL MANAGEMENT CONSULTANCY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC312538', 'KAIZEN TECHNIKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC266131', 'SECUREMORE WEB NETWORKING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC357783', 'SECURE MATRIX BLOCK CHAIN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174196', 'FERMION INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2002PTC134566', 'EXTENSIBLE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326705', 'BETTERMINDS IT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192377', 'INVICTUS SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC271406', 'YWAIT ONLINE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC330366', 'SUNBURN IMPEX PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2013PTC248392', 'APNAKHATA LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC325154', 'MEDEXPLORAN INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2004PTC146789', 'KENT TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2014PTC259780', 'REGLAZE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2012PTC234842', 'SULCUS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2004PTC143799', 'AMAL INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC367350', 'INSCITE FINTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC212429', 'MRUNALI INFOTECH SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2009PTC193964', 'REDCAP TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2005PTC150705', 'XPLORE SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC196465', 'JNK IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2003PTC141740', 'FIL-FLAN TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC282132', 'OPEX SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2010PTC209491', 'MY PERSONAL HEALTH RECORD EXPRESS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC240165', 'SC GOLF COMPANY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC159316', 'BRAIN POINT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC303318', 'ANMK ENTERPRISES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72502MH2012PTC225845', 'INTELLIKA HITECH SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2011PTC225585', 'CLOUCE DIGITECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72500MH2011PTC219879', 'TRANSCENDED IT CONSULTING SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2020PTC351085', 'KUKKUR INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC318276', 'CLAIRVIZ TECHNOLOGY SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC272364', 'CLAIRVOYANT TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC390596', 'DRAGSTER BUSINESS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC254880', 'RAW ENGINEERING INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC387457', 'ZEPTOSYS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC387825', 'IMPEXBEE ECOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389418', 'CSL INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC319310', 'HORITECH PAYROLL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC228202', 'BEST COMPUTER SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC273627', 'AARANSH ONLINE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC173708', 'SOLNET SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC202691', 'SHREE PUSTAKAALAYA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC176697', 'THREE SIXTY DEGREES SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1995PTC086564', 'ICON INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH1996PTC100196', 'WNS GLOBAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC197125', 'VIKALP INFOSYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC273275', 'GOSMART SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC134212', 'SEEDIFF SOFTSOLUTIONS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC230621', 'XPANS IT SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC308123', 'STRIATUM TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC184249', 'DUBARIA COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC132871', 'TAC TECHNOSOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC224948', 'A.S. RETAIL & HOSPITALITY TECHNICAL SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC349215', 'PRASANVI CYBER SECURITY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC331059', 'ROBOSURE TECHNOLOGY INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC225656', 'APPSPERTS MOBILE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC269778', 'ACE ASPIRE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1997PTC108622', 'BEAVER SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC352885', 'RAISE FINTECH VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2018PTC177921', 'LENTRA AI PRIVATE LIMITED', 'Pune', 'Active']"
"['U72900MH2022PTC395788', 'SIMPLIY FINTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396543', 'ANTROVERT TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC385776', 'ARSHE CLOUD SERVICES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386208', 'STUVIO DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC396221', 'KATHREFTIS AI PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291843', 'OMBLEE TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388667', 'CENTAUR TECHNOLOGIES AND RESEARCH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394604', 'ALIGNEDSERVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC261095', 'RN CHIDAKASHI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358325', 'SECURE MATRIX LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC265875', 'SUNDAY REALTY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC201767', 'INTERACTIVE INFO-COM (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC190106', 'IT- MATCH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2022PTC213196', 'TEXITY TECHNOLOGY PRIVATE LIMITED', 'Pune', 'Active']"
[]
"['U72200MH2021PTC357651', 'INTERLACING BUSINESS SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC213006', 'SUDESI INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC143945', '3 DI SYSTEMS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC272257', 'CAJOLE INFOZONE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC183708', 'HEALTH IMPETUS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1995PTC088816', 'NELITO SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC374372', 'WIREATTIRE TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC386556', 'CREDAIN NETWORKS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC208991', 'VERITASEARTH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2023PTC396946', 'ALHANSAT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC197732', 'MANE TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395827', 'CYBERTICK INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360560', 'TEHOO GLOBAL SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC132584', 'ROBOSOL SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC347996', 'JETTECH INFOSOL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC144824', 'ORION OUTSOURCING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC351158', 'ANWIL INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
