  company all Details
"
"['U72900MH2022PTC396136', 'BIG PAPA GAMING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC283312', 'KWIKFOXX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC235193', 'AXS SOLUTIONS AND CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC257662', 'INTEGRATECLOUD SAAS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC309671', 'BLUE OCKTOPUS TECHNOLOGY SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC127405', 'NETMONASTERY NETWORK SECURITY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364081', 'RATARISE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC335505', 'VMONK TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC371816', 'MISSIONDIDIS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1982PTC334409', 'ASHOKA COMPUTER SYSTEMS PVT LTD', 'Mumbai', 'Active']"
"['U72900MH2017PTC295881', 'LIFOMATICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC270859', 'ZORBA INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC316855', 'BIZZLON TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC343055', 'KLAXONTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192815', 'NETZONE NETMEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2017PTC295996', 'JUST24 INTELLECTUAL DESIGN PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2006PTC164661', 'CAPCON SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC294957', 'MEDYBIZ PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC366346', 'VAAR VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360637', 'N-RAD TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC220168', 'PCS E - SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC202593', 'DGFLICK SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2021PTC355602', 'IMPACT.TEAM (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376831', 'FOURMULA SOFTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC283067', 'PIXSTOX RESEARCH SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC235734', 'E-EMPHASYS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174634', 'TECHNINJA INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360445', 'PALADIN BUSINESSS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC274099', 'QWIKPIK TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC286752', 'GALENTIC TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356311', 'LITKIDS EDTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC129862', 'TULSIYAT TEK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC282538', 'KEN CLOUD SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC397606', 'WIGETRON TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC331002', 'GLOCALIZED QRTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2018PTC306856', 'ZORTZI TECH INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191216', 'AG RESOURCES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC269960', 'I.TECH DIGITAL FORENSICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC206254', 'NICHE N AGILE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC199695', 'BLUECOM INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364112', 'VIVABIT INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC129769', 'ONE2E SOLUTIONS INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC231510', 'BRAINVIRE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC287092', 'IMPLEVISION TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393536', 'NSTORE VISTA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2008PTC178783', 'ARIEL TRADING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC354886', 'PRECOGTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369836', 'HELIOCAST PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393487', 'COMMONCREED TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2007PTC171477', 'GOLDCREST INFOTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC124831', 'VISTAAR SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC309396', 'DYSYS INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2013PTC250305', 'INFINIA SOLUTIONS & SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC124244', 'DIVYASHAKTI COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1997PTC111611', 'SOFT PEOPLE COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315321', 'FORSOURCE BUSINESS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC395422', 'CONFIDEV TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC355883', 'MARCHFORTH DIGITAL LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC323756', 'PY QUANTUM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900PN2020PTC189194', 'EASYPLAN FINTECH SOLUTIONS PRIVATE LIMITED', 'Pune', 'Active']"
"['U72200MH2011PTC213156', 'KRYPTOS SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC364997', 'IMPACTSURE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC260888', 'CHANNEL CODE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC130418', 'CREST FINCAP ADVISORS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC236989', 'SUJAL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC305026', 'VIVACIOUS PROCESSES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC330344', 'SGM ITECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC283539', 'KRMR SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC127991', 'KNOWLEDGE ARCHITECTS WEB (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2007PTC171796', 'INTEGRATED WEB SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2011PTC212932', 'ISECURENET SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC363702', 'DIGIBLU TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC348349', 'EXAMPIL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC371801', 'GRAPH INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369889', 'RAIGED MARKETING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC392743', 'ALPHANEON IT MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC387767', 'PASINTECH22 SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC157742', 'HOGO WORKS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC350348', 'KUNISH TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388069', 'ONE MEDVANTAGE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369663', 'PORGING UDYOG PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2007PTC169501', 'SHETH INFO SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72200MH2019PTC323077', 'APLI AILAB PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2008PTC189224', 'DETHA INFOMEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC370051', 'WEALTH GROW TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC389532', 'TORROZ FINTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291046', 'OCCIPITAL TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC165998', 'EBAOTECH INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC372627', 'JUST DELIVD PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC205179', 'MAVEN TELEMATICS SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC167240', 'PRASEN TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375071', 'CYBERFRAT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC261152', 'ORGIF COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1997PTC106273', 'ACE-BYTES SERVICES AND COMPUTERS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC128861', 'DENSOFT INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC125731', 'ANTECH SOFTWARE CONSULTANT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC263401', 'SLS INDUSTRIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC356127', 'LOCALVOCAL OUTREACH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2005PTC151193', 'RADIUS INFOSOURCE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC372895', 'DBD WATER SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC287175', 'MAIPIKA INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2016PTC283098', 'BHAKTIVEDANTA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2014PTC254986', 'MEGANET TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC315944', 'COGNIGIC INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC360272', 'ATUV RESEARCH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC270500', 'BOOSTERTECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC253030', 'INFOZZLE SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC312305', 'TRUPOINT IT & CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396694', 'ASSEMBLETRON TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC349989', 'EXAVIBES SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358832', 'GOTAT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC327247', 'OCTAMICRO TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2005PTC154875', 'SPA INVESTMENT ADVISER PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC128143', 'M4II INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2007PTC169219', 'SABERPOINT E-SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC297836', 'DSG VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC176337', 'SEER CONSULTANCY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC376250', 'RECITLY TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC354120', ""ORB'S MARKETING MAINFRAME PRIVATE LIMITED"", 'Mumbai', 'Active']"
"['U72900MH2021PTC357335', 'MEDIFY NEXUS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC237675', 'PATEL BROTHERS ATM CREDIT CARD PROCESSING SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC390233', 'WINDIGO STUDIO PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368654', 'TECHNESIUM SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2016PTC282640', 'RV TECHNO PARK PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2017PTC295463', 'CYQUREX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC369309', 'CHAPTER 3 TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC357454', 'RAZORAXE TECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC271440', 'SCALIUM DIGITAL MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC357295', 'SAVVOLOGY GAMES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2015PTC261912', 'INNOVATIVE DATA SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC388154', 'GRAYCODE ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1998PTC115778', 'BIZOS SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC269319', 'WE CREATE INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC284737', 'CARDINBOX TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2000PTC127774', 'BHOR SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC372654', 'TRUBOARD TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC218957', 'MAVERICK CONVERGENCE INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC344132', 'CALLARITY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2014PTC255191', 'WILLSOFT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291308', 'HAPPENING TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375454', 'NEW INSTA TECHNOSOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2007PTC174233', 'SM NETWORKS & SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2015PTC269787', 'INTERACTIVE BROKERS SOFTWARE SERVICES (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC331137', 'OORJAM SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC394921', 'AVINYA TECHSOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC215145', 'TFS TECH SOFT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC269885', 'AUTOAPP TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC393085', 'INTRADAY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1992PTC068810', 'OUTCOMETREE SYSTEMS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC324205', 'LICIOUS DESIGNS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2016PTC274253', 'GOLDEN TECHNOLOGY INTERNATIONAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2011PTC223805', 'LANMAKE SOLUTIONS AND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC318029', 'TANK RANKS DIGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2000PTC124202', 'INTECH DESIGNS (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC300605', 'INTUSEN ANALYTICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72501MH2019PTC326014', 'AXS INTELLIGENT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC192027', 'DOCUMAGIC SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC388604', 'AYU VENTURES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC256598', 'RUMANI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC300987', 'IBLUESYS COMPUTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC180389', 'JANU MINING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2018PTC305903', 'AUSPICIOUS IT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC293704', 'ICD STUDIOS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC253736', 'GERMAN SIMULATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395587', 'VITNTAGE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC227053', 'WIDENET TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH1999PTC118930', 'BRITISH LEARNING AND ACCESSORIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2002PTC136880', 'AV INDUSTRIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC271199', 'KLICK TALES MEDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC395423', 'DIGITOPIA TRANSFORMATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2010PTC296708', 'ELIXIR NETCONNECT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC267676', 'MEDIRAYS INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72300MH2012PTC237899', 'TWINTREE GLOBAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2014PTC257887', 'PRIME HR & SECURITY SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2003PTC140982', 'MORGAN STANLEY ADVANTAGE SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC373835', 'PURE MEDICAL SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2004PTC146411', 'ORION IS CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2010PTC199494', 'RUKMANI INFOCOM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1994PTC081051', 'COSMOS PRECISION ENGINEERING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2005PTC156293', 'VALUTONE SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2020PTC341402', 'SUCCESSR HRTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2023PTC396809', 'COMPANION ORGANIZATION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2008PTC184774', 'SHAKTEE INFO SYSTEM PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC295098', 'BREVITY LEARNING SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2006PTC160199', 'BKG SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2012PTC238838', 'AKVARR TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC217059', 'I-VOIP SUPPORT AND SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC326673', 'MEGOAI SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC320131', 'PAYNEXT PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1997PTC107519', 'ILLUMINE KNOWLEDGE RESOURCES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH2020PTC339135', 'BINARYCODE IT AND CONSULTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC361876', 'MOBILOGI TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2007PTC166691', 'FAIRDEAL STUDIOS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC358421', 'DERETE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC392887', 'SSK BHARAT BUSINESS BUILDING INITIATIVE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2011PTC224476', 'MODERN INFORMATICS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2001PTC131140', 'COMPUTER ETCETERA INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC237156', 'AKSUS TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC291590', 'PROTUNE KNOWLEDGETECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2019PTC332719', 'IDMAA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC359347', 'AAPTS CALIBRE TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC261449', 'REKHAPROCITY SOFTWARE PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH1999PTC119196', 'PURETECH INTERNET PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72100MH1994PTC081056', 'AUTODYNAMICS PROCESS SOFTWARE (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2019PTC328492', 'REWORK LABS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC368690', 'XCEEDNET SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2001PTC130588', 'ISTREAM TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC288949', 'PEEPUL GLOBAL SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC355894', 'FINPAIR SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC246420', 'THINKPORCH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC357994', 'GOPHYGITAL PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2015PTC265848', 'KRIBEL TECH SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2022PTC377785', 'ANAABIT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2005PTC153332', 'CD INFOTECH PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2007PTC168184', 'GERMINAIT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC300042', 'AQUE INNOVATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2017PTC296284', 'B PRIMO TELECOMMUNICATIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC259150', 'TRANSDIGITAL TECHNOLOGY SERVICES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH1999PTC119153', 'INDIA PARENTING PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2018PTC304963', 'FLOWORK BUSINESS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC346623', 'SYNCCIT SOLUTIONS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2020PTC348229', 'COVER 4 PM (INDIA) PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2012PTC229797', 'DBA CONSULTANTS PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2022PTC375412', 'VISIT VORLDS TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2014PTC259699', 'EINS TECHNOLOGIES INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2016PTC287212', 'VIZNETICS TECHNOLOGY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2021PTC368948', 'IVALIT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2009PTC191568', 'SIMEIO DEVELOPMENT CENTER PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2016PTC274004', 'FORBINARY TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72300MH2013PTC239628', 'GTECH APPLICATION INTELLIGENCE PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2008PTC181197', 'K7 BIZ SOLUTION PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC361099', 'LIVEOGYAAN EDUCARE PRIVATE LIMITED', 'Mumbai', 'Active']"
[]
"['U72900MH2019PTC331713', 'COMPILECREW TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH2021PTC369717', 'ABACUSDOTAI INDIA PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2015PTC266758', 'GIT TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72900MH2000PTC127118', 'SAMNIK GENERAL TRADING COMPANY PRIVATE LIMITED', 'Mumbai', 'Active']"
"['U72200MH1997PTC111061', 'NIRVANA TECHNOLOGIES PRIVATE LIMITED', 'Mumbai', 'Active']"
