company all Details
"['U72900TN2016PTC113529', 'SPIDS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC121112', 'TALENTSVIEW SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139544', 'IONICX DIGITAL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2018PTC122452', 'PRR SCRIBE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC101938', 'SMARTPRO SOFTTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120657', 'OPTIGRISE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2001PTC046903', 'CONCISE CONSULTANCY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC103651', 'ORBITATE SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2009PTC073448', 'ANB SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2008PTC068316', 'TIDAL WAVE INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC062554', 'FRIDAY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2004PTC054351', 'COLT COMPUTER CENTRE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2003PTC052017', 'COMODO SECURITY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111999', 'PIXEL3I PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC137844', 'BINE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2003PTC050625', 'IPATH TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2019PTC128620', 'CLOUDMATIC TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC095879', 'THINKING HAT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2017PTC115903', 'AVIRODHA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC136625', 'NEOWARE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2012PTC087915', 'B2L MOBITECH PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2022PTC150524', 'NEOGENIX TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC157261', 'ISEWIS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC129519', 'AXELSMART TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110113', 'APPIZANT TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132311', 'SUNSTUDIOSPARK PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120971', 'PENTAD MANAGEMENT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2016PTC110982', 'MILLIONGENIE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC098192', 'GEETHAM SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2023PTC158061', 'KEMS SOFTWARE AND SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1997PTC037988', 'ADROIT SOFTWARE SOLUTIONS (CHENNAI) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2019PTC128859', 'PERUKA INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC104487', 'MIRRORGATE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112000', 'QUARK INVENTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123967', 'INFITECH REALITY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2014PTC098091', 'E ORCHIDS TECHSOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2009PTC070794', 'JST IT&S PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC115562', 'AHOBI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC148737', 'BIZILLION INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135451', '1729.AI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC091402', 'INEVITABLE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125310', 'PHENOGEN SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2019PTC129763', 'AVPS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC090131', 'LOUDER DESIGN SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145865', 'JINV TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2001PTC047686', 'BRILLIANT IT ENABLING SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC097301', 'CTELA SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC129702', 'ZONETAX INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC096920', 'LUCARNE INFO SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2016PTC109975', 'CONGRUENT IT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2000PTC046381', 'INTUITIVE OBJECTS SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2018PTC122682', 'NOTIONTAG TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC150397', 'OSTEQUANT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC094834', 'OPTANIUM IT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC141302', 'PEARLTECH CONSULTANCY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC128867', 'INTUDES COMPUTATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2016PTC110537', 'SHILL MEDIA WORKS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150559', 'KBRL TECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149837', 'AQFER INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC121470', 'PLEXOWARE TECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2023PTC158108', 'AURIOLUS INFOTECH AND MEDIA SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099153', 'IPRENEURS ONLINE SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144327', 'SANMARK SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC131614', 'GLENISE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2012PTC088670', 'ENSEMBLE TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC136987', 'SKILLUP TRAINING SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2000PTC044466', 'K.P.K. SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110036', 'NEMESIS GAMING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC124890', 'RAPID FUTURE TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC117207', 'TRUREVMED CONSULTANCY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC133703', 'INUAID SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2003PTC050420', 'NOVELLSYS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC140718', 'PRIYAM EDUTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC154332', 'INFOLOGIA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2005PTC055813', 'SEVEN CREST COMMUNICATION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC116877', 'MARBURY SOFT TECHNOLOGIES & SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC146369', 'VALAR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC098889', 'COOPER CLOUD GLOBALFINANCIAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156843', 'PIRLLABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC091411', '7ELEVEN ARTHASHASTRA TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112699', 'IIP TECH PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2014PTC095673', 'ATOMIC IT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120348', 'KANAKOL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC116317', 'ANDNR SOFT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2016PTC104301', 'TORUS INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2020PTC134152', 'PROPERTY VEB PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2008PTC069337', 'SENELDA CONSULTANTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2018PTC124904', 'VIRKUT MOBACS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2015PTC099318', 'MAHADHI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC157206', 'KAVINU DESIGN AGENCY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2008PTC068549', 'NURATECH CONSULTANCY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC062352', 'HIGHPOWERV SOFTWARE SOLUTIONS AND EPROJECTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2017PTC119089', 'CODE MANGROOVE TECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2011PTC082191', 'TEST AND VERIFICATION SOLUTIONS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC101205', 'AWATA SOFTWARE SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111914', 'CAREVIGIL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN1987PTC152335', 'PRINT HOUSE (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC129275', 'JOGOHEALTH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132451', 'SHE NEEDS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC102702', 'INSTAT CLINICAL RESEARCH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TZ2022PTC039832', 'CTSQ SOLUTIONS PRIVATE LIMITED', 'Coimbatore', 'Active']"
"['U72200TN2001PTC046829', 'BOIS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144742', 'METZUYAN TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135425', 'PAGECREATIONZ GLOBAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC127413', 'ARJUN WIRELESS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC116418', 'CONFIANZA SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC124297', 'INSCOMI TECHNOLOGY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2012PTC088776', 'ROGUE MONKEY TECHNOLOGIES & SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC141272', 'HELIXOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC140600', 'MITAHAR WELLBEING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC119707', 'GOANDROY TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2022PTC149610', 'TRAVITIME SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC130363', 'SHIPPINGCHIMP TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC118426', 'COGNITIVE TECHWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC143279', 'BITTRON LABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150000', 'MINDBLITZ IT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC127108', 'ARGICK TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122355', 'ESMITO SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156381', 'CWI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2023PTC157893', 'MERCID TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC121060', 'BLOCKSERA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC148988', 'METROCART TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC153791', 'SANA INNOVATIVE TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC094627', 'BLUE OCEAN TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72500TN2016PTC112748', 'FRAGUA TECHNOLOGIES (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2005PTC055842', 'INFOSEARCH BPO SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC131341', 'BIGFATPHOENIX INTERACTIVE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2006PTC058932', 'IP SOFTCOM (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2010PTC075222', 'QWAY TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2009PTC071538', 'HANE TECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC101897', 'DERIVATIVES IT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110953', 'THE IT MAN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC092987', 'APPSFREEDOM INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC146976', 'ESHOPOSITY GLOBAL INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145104', 'DEWALLSTREET PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120550', 'RAPIDFREEZ ECOMMERCE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110725', 'MPL IMPORTS AND EXPORTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2009PTC071360', 'AGNOSTIC SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC138199', 'TOSS THE COIN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC153778', 'YANTRANIN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149558', 'JANNET GLOBAL COMMUNICATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2022PTC153756', 'TALENTEASY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2013PTC092449', 'KIRSHI TECHNOLOGIES AND CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156282', 'CODE EXPRESS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123036', 'SIRPI 3DPRINTING SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2000PTC045634', 'LEADER SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC136549', 'PHILROBO SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2008PTC068051', 'POTENTRIX INFORMATION TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110963', 'IBHUKU TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147581', 'UTILITIES INTEGRATED PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134295', 'PRATYA AI LABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2010PTC075465', 'CLOUD RIPPLES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72500TN2022PTC155481', 'SASVATA MOBILITY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC064120', 'ARCADIA CONSULTING SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC103624', 'HEXON SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125681', 'PIXLS AND CODES CONSULTANCY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC121970', 'ADHANAM INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2021PTC142920', 'ZEDTRIBE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125274', 'GENO CONSULTING SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155695', 'BLUESODA MARKETING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC123060', 'AIEDA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145409', 'INSIGHTGIG TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC129880', 'SYSIND TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC064264', 'ZUNOTECH EDUSYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155383', 'VHAV 3TS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC089782', 'MINERVA SYSTEMS & SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC133984', 'INNOMATE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC096173', 'STABLESOFT BUSINESS SOLUTIONS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC090593', 'LOCSEA SOFTWARE DEVELOPMENT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144381', 'ABHR TECHZONE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147863', 'INNOVIX SOFTWARE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2013PTC092456', 'AXIIP SEMICONDUCTOR PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC127291', 'RAISUNSOFT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2010PTC078061', 'TYKHE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2010PTC078011', 'SHARKZ INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2013PTC094241', 'LIONFORCE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC153438', 'DATABRAIN LABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC093592', 'KRANIUM HEALTHCARE SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149885', 'GHOSTENGINES TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156908', 'SHEPARDTRI SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC096647', 'NEVAS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142915', 'PRATIQUE SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2006PTC061673', 'ARMADA HR SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2007PTC063128', 'ARIZON SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC154096', 'STARTECH INNOVATION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150432', 'LEVIZO SOFTWARE SOLUTIONS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC137233', 'ATX SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142880', 'PROMISE MIND TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099101', 'BIZSTATS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC117070', 'VYASAKA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC090659', 'SYSMIND CONSULTING SOLUTION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150609', 'RAMYKI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122055', 'INTAIN TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125228', 'AIDRIVERS (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2000PTC045612', 'SEAL INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC140473', 'NIDRIVE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC146908', 'ABFARS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132079', 'TVSM COMMUNICATION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC146987', 'QIAYI (INDIA) TRADING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC103691', 'AKSANS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC124808', 'COGNIO TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2016PTC111542', 'RIESH INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC100259', 'VALITA SOLUTIONS NET PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1997PTC037819', 'INTUITIVE OBJECTS SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135527', 'PROPELAXIS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC097703', 'EVOUGE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2013PTC093376', 'ORZEC TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139418', 'MENTEEOR PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112580', 'FOCUS AND FLOW TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149888', 'TIRUPATI DIGI SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC116710', 'PYKARA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC094074', 'YOUNG INDIA BUSINESS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2002PTC049084', 'KRISH IT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC103266', 'PURPLE ELEPHANT TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112173', 'ALECTA INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134316', 'MOMO ROBOTICS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2006PTC058897', 'TEKONCALL TECHNOLOGY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC091464', 'TANUSH BUSINESS SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122548', 'AARBOR SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147852', 'ALTRAI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2006PTC059258', 'DART INNOVATIONS AND TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC153958', 'SHIBSYS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72502TN2021PTC145957', 'LISHITONG TECHNOLOGY INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1992PTC023069', 'TRANS ERA SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC133150', 'EORBITOR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111795', 'FIPSAR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC156824', 'KLOUDSOL CONSULTANCY AND SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155698', 'SSLJ SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147167', 'ZERLED VYAPAAR PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2007PTC062409', 'JM INTEGRATED SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2006PTC058804', 'CARISMA SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2014PTC098024', 'INDIAN OFFICE AUTOMATION & TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC128245', 'AEROCORE SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2017PTC117030', 'INDO BUSINESS CONTINUITY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC153428', 'BETTERRENEWAL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC102932', 'BANYAN FINTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2003PTC051954', 'ANADOCS IT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2015PTC102513', 'NEXBORG SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
