company all Details
"['U72200TN2020PTC134182', 'SIGNAL INTEGRITY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC104157', 'PETABAY TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112391', 'CIEO TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC115535', 'IDEO MIND PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2023PTC158125', 'DEMOCRART TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120833', 'SISROC TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC104747', 'VAMO SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147994', 'IQ-PURPLE TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2014PTC094963', 'ASTUTECH SOLUTIONS (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC131883', 'KEBOLI SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC148875', 'HAILA CONSULTING INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC103391', 'EZIT CONNECT INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2008PTC066627', 'ARKHA SYSTEMS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC126739', 'NOVAC DIGITAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132514', 'LLUMINANT WORKS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC098470', 'MAANTT GLOBAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC119777', 'PRIMJENA SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2002PTC049572', 'KAYCEES HEALTHSOFT INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123467', 'LOGISMIKO SOLUTIONS & SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC131219', 'ANLYZ360 TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2000PTC044301', 'EQUINOX CORPORATE CLUBS (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2010PTC078410', 'CORE LEAD INTERACTIVE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC155111', 'FUTURE GAMES OCEAN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC116190', 'PROVILITY SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC128603', 'MSSR ENTERPRISE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC125748', 'CTD TECHS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72300TN1999PTC043449', 'ACRIS INFOMATICS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72901TN2021PTC145840', 'SKYFALL SYSTEM TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC148692', '5GX GLOBAL FINTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC136260', 'ZRL INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2019PTC131253', 'AIRO EMBED TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2010PTC074983', 'INTELLISCRIBE HEALTHCARE SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC137969', 'SWIPELAH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC153723', 'SQ1 SECURITY TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC154289', 'ZEBRATEQ SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111235', 'RESVA ONLINE ENTERTAINMENTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125046', 'LEADERPODS TECHNO SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2012PTC088301', 'LAYI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149900', 'VOGT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC137815', 'TADPUL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC149513', 'ARDENTPRO SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2012PTC084645', 'AINILAM ROBOTICS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC121619', 'ULAVI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135989', 'QUANTUM BLOCK PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132318', 'TROVETECHS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2010PTC076822', 'POSTLOR INTERACTIVE INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC109949', 'RACKSUP TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2017PTC114013', 'PALGENIE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC133890', 'RIVEDA CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC100448', 'UMIYA DEVELOPMENT CENTRE INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC103450', 'ALLSIDES TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2000PTC045479', 'SOFTTEAM SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC140830', 'PROPERTY AUTOMATE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC100991', 'MICROSHARE SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC119678', 'QUARTUS MICROSYSTEMS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2005PTC056125', 'GOSOFT ESOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2014PTC098588', 'UNIFO PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2020PTC134106', 'CALIBRAINT TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2010PTC077397', 'HOPESOFT AND SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC143299', 'TECHFROMFUTURE INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC147440', 'ANTARYAMIN SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142706', 'RKDR SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC141945', 'ZOHO PAYMENT TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2001PTC046465', 'QURHEALTH SOLUTIONS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2021PTC145171', 'ADVANZUS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2023PTC158369', 'SLAKE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156464', 'TASKTECH STRATEGIC CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110865', 'TOUCHCLOUD TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC118473', 'KANTHI INNOSKIL ADVANCED TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72502TN2020PTC136904', 'VFINC TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC127700', 'NUZAVAKE APPS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099576', 'ATOOZ PORTAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123699', 'SHARAH INFO TECH ENGINEER PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC118239', 'DATA ELEMENTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC096645', 'MAPOL BUSINESS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099195', 'SUKRTA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC103493', 'KODUMBURAR SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2016PTC103511', 'STARAJ TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134252', 'PRIYAS HUB PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135352', 'ROCKETLANE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC124140', 'INFINITUS DATA LOGIC PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC093514', 'VARTHAGAM SOFTWARE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1998PTC040048', 'APEX TRANSCRIPTERS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC128548', 'IDOMINUS SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC104207', 'HSVJ TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2021PTC141637', 'TRUSTEM PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2011PTC083129', 'ANB SOFTWARE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2010PTC078170', 'APPWORKZ360 INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC102780', 'MAXPRO TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC113704', 'BREWENGAGE TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC062381', 'SKORUZ TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1995PTC033857', 'TOPNOTCH ENTERPRISES P LTD', 'Chennai', 'Active']"
"['U72900TN2019PTC128161', 'TRIBOLT INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC091200', 'ETHICSTECH EMBEDDED SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC117112', 'TRANSITY DIGITAL SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112832', 'GI SMART E CARGOES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2006PTC059442', 'AUTOSOFT INDIA ENGINEERING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC146843', 'LITEFURY TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123909', 'OROZON DATA SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC092040', 'GREEN ROBO SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099723', 'SYSU INFORMATION TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120881', 'VELGA INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142530', 'ELVALTO SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC128345', 'CHAKRA INFO SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120848', 'EPIKINDIFI SOFTWARE & SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142232', 'UPR TECH INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC148406', 'NAJEEM TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC137449', 'RRMEDICODE INFOTECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC118261', 'VINGYANI ANALYTICS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145425', 'CORECHOES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145680', 'RAJSMART TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2008PTC066678', 'OPEN GATES BPO SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1998PTC041475', 'COMPUTER CARTEL INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC094311', 'SIXTH FORCE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145748', 'MADRAS VALLEY APPS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC140739', 'RPG TECHLABS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2015PTC100009', 'VENBA VENTURES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC122675', 'BRIOWORKX IT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC119718', 'AMARINT CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155597', 'ARKITIN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2003PTC050450', 'INTECH SYSTEMS CHENNAI PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2004PTC052521', 'HYPERIONIT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC117230', 'ZIZIPHUS INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134775', '7T TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC140379', 'DATADIGM PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122542', 'SAASANA GLOBAL SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC064414', 'IKIX 3D PRINTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2013PTC147868', 'ANVESHAN TECHSOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC114316', 'RUAH TECH SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC120363', 'PAGELIGHTPRIME SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC113821', 'SUNZANNE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2011PTC081137', 'PLAYFIKS SOFTWARES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122988', 'MEDISIM VR PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134710', 'FALCON SOFTWARE INNOVATION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2011PTC079712', 'JEMS NETWORK SOLUTIONS (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC120207', 'RITS TECHNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112342', 'AUGRAY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2006PTC061210', 'E-CON SYSTEMS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2004PTC053706', 'EM ES TECH PUBLISHING SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125519', 'SPLIT CHENNAI PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2018PTC124631', 'MAAYON INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72502TN2018PTC122501', 'SUPERPOSITION TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2019PTC130973', 'AZYPAY PAYMENTS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2018PTC124678', 'MINDGENIX PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72500TN2013PTC091568', 'XPERTII ON-AIR TRACKING SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2008PTC069252', 'M R SERVICE MOBILE COMMUNICATIONS (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2012PTC088697', 'QADIR INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC138921', 'AJRITH TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC112713', 'GETHU GAMES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125186', 'WENEXA TECHBURY PROJEKT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135388', 'SUNTOWA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC132466', 'WORKPLICITI INFOTECH SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC131459', 'CREEPRO TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2014PTC098491', 'ZEETAMINDS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135642', 'BOOKWATER TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC135748', 'IPT PHARMA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC143232', 'SLIDE TIGERS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC103384', 'TASINC TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2009PTC070491', 'CHAIN-SYS SOFTWARE EXPORTS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC092418', 'IDS E SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC148975', 'CHAINBRAIN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC124776', 'OGONGLOBAL PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110221', 'ALELO TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC134154', 'CDD CONSULT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC125128', 'CYBERNEXA INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC092161', 'TRINITAS INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC114100', 'S3METETA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139910', 'DIGI-UBIQUE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2011PTC080895', 'CHINMMAI SYSTEMSS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2003PTC131775', 'NIDARA CHILDREN PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC033833', 'VNSRCM TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2011PTC079526', 'LINKTREE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC157727', 'WEBBIAN SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC140849', 'EVENTHALL INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2019PTC130195', 'DATASHAFT TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2014PTC097522', 'BRAINYPEARL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2019PTC128442', 'DATALK V5 TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC122746', 'REVENUP AI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111078', 'INCEPTEZ TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2007PTC063636', 'GOLDEN STAR SOFTWARE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC124414', 'AUTOMATON CLOUD CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2006PTC060914', 'KCUBE CONSULTANCY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139973', 'AMEPAY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC089289', 'AMPARS ENGINEERING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN2014PTC097523', 'SNOVA MEDIA LABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC091805', 'SOFTBORNE TECHNOLOGY SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156170', 'TECHNOW INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC103886', 'MCINTELLECT SOFT SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC154794', 'U2SAI TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2007PTC064033', 'EVINCE TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2020PTC136265', 'DPJ INNOVATIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72400TN2010PTC076459', 'TRIKAAL TECH ENTERPRISES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC138936', 'TEXIUM SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2022PTC153848', 'BIZVOICE TECHNOLOGIES SOLUTIONS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2019PTC132401', 'WEBDIGITA TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC143828', 'DEXRA SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72501TN2018PTC124652', 'GLIDESTACK INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC123029', 'AMBIENT BUSINESS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2000PTC043929', 'CYBERTUNNELS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC156235', 'NALSOR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC111363', 'EMPEROR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2016PTC110831', 'RECHOBOTH PORTAL PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC124321', 'RECAM SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150108', 'RENDERBY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144718', 'AIQUBEC SOFT PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC150188', 'ACCION INFOTECH PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72200TN2015PTC101981', 'MAKEOVER MAGIC SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139371', 'CARESOFT GLOBAL TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC115914', 'ASSISTA TECH DYNAMICS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC099372', 'NATHAN RESEARCH SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155580', 'CHENNAI LIHEXING TECHNOLOGY PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2017PTC117842', 'KATALYST LABS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC100126', 'CLASSIC E-COMMERCE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2015PTC102061', 'TAKELEAP TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2012PTC088616', 'PRAG ITECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2003PTC051227', 'PRO VENTURE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72300TN1999PTC043657', 'ENHANCEMENT TECHNOLOGIES INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2018PTC120377', 'OUR CLOUDSOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC114034', 'MINTFACTOR TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2022PTC155785', 'TECNOVITY HEALTHTECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2013PTC089420', 'IN4SOLUTION PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC119700', 'TALEXO SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2017PTC118437', 'TRANSBIZ CONSULTING PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72100TN2016PTC110030', 'TERRAPLAY SERVICES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2009PTC071401', 'SHAAN IT SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2018PTC124552', 'BATL BREWED AT THE LAB TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN1999PTC042284', 'KRISH MET TECH PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC100872', 'PLANYS TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC139680', 'AIFOLKS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2003PTC052093', 'MATRIX VIEW TECHNOLOGIES (INDIA) PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144987', 'VIRTUALAN SOFTWARE PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2011PTC079476', 'VERSION TECHNOLOGY AND STAFFING SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72200TN2002PTC048662', 'LANCER DATA SYSTEMS INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC145044', 'DIGI-VIBES TECHNOLOGIES INDIA PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC142317', 'LEARNASYOUGO PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2015PTC102663', 'MITI SPHERE SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
[]
"['U72900TN2019PTC129900', 'PYSIX TECHNOLOGIES PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC140082', 'ESIGMA BUSINESS SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2021PTC144960', 'REDSPECK SOLUTIONS PRIVATE LIMITED', 'Chennai', 'Active']"
"['U72900TN2020PTC138671', 'MEDIFY SYSTEMS PRIVATE LIMITED', 'Chennai', 'Active']"
